,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
2432,10500000,Hollywood Pictures,USA,Randall Miller,Comedy,26325256,Houseguest,PG,7/25/97,113,5.9,Sinbad,4716,Michael J. Di Gaetano,1995,0.0,0.0,5.550000000000001,6.25,5.9,6.1657692307692304,6.143007360672984,6.216789819376035,6.1461538461538465,0.0,1.0,1.0,0.0
2433,0,Columbia Pictures Corporation,USA,Bill Forsyth,Comedy,1083282,Housekeeping,PG,7/25/97,116,7.3,Christine Lahti,1596,Marilynne Robinson,1987,0.0,0.0,7.0,6.266666666666667,7.3,6.1657692307692304,6.143007360672984,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2434,0,Imagine Entertainment,USA,Frank Oz,Comedy,58500635,HouseSitter,PG,7/25/97,102,6.0,Steve Martin,18396,Mark Stein,1992,0.0,0.0,6.204166666666667,6.519999999999999,6.0,6.1657692307692304,6.143007360672984,6.216789819376035,6.278947368421052,0.0,1.0,1.0,0.0
2435,120000000,Columbia Pictures,USA,James L. Brooks,Comedy,30212620,How Do You Know,PG-13,7/30/97,100,5.4,Reese Witherspoon,37605,James L. Brooks,2010,0.0,0.0,6.246666666666667,6.459999999999999,6.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
2436,20000000,Jersey Films,USA,Jesse Dylan,Comedy,31155435,How High,R,8/1/97,93,6.3,Method Man,45777,Dustin Lee Abraham,2001,0.0,0.0,6.3,6.066666666666666,6.3,6.1657692307692304,6.453213443396231,6.216789819376035,6.466666666666666,0.0,1.0,1.0,0.0
2437,0,Twentieth Century Fox Film Corporation,USA,Savage Steve Holland,Comedy,1642239,How I Got Into College,PG-13,8/1/97,86,5.8,Anthony Edwards,1807,Terrel Seltzer,1989,0.0,0.0,6.1,6.1,6.15,6.1657692307692304,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
2438,0,BFI Film Fund,UK,Kevin Macdonald,Drama,60213,How I Live Now,R,8/1/97,101,6.5,Saoirse Ronan,23772,Meg Rosoff,2013,0.0,0.0,6.542857142857143,6.779999999999999,6.5,6.715720221606655,6.453213443396231,6.660601719197714,6.8,0.0,1.0,1.0,0.0
2439,20000000,Twentieth Century Fox Film Corporation,USA,Kevin Rodney Sullivan,Comedy,37672350,How Stella Got Her Groove Back,R,8/1/97,124,5.6,Angela Bassett,5794,Terry McMillan,1998,0.0,0.0,6.766666666666667,5.733333333333334,5.65,6.1657692307692304,6.453213443396231,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
2440,123000000,Universal Pictures,USA,Ron Howard,Comedy,260044825,How the Grinch Stole Christmas,PG,8/6/97,104,6.0,Jim Carrey,155553,Dr. Seuss,2000,0.0,0.0,6.740909090909091,6.840000000000001,5.400000000000001,6.1657692307692304,6.143007360672984,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2441,0,Def Pictures,USA,Lionel C. Martin,Comedy,13960203,How to Be a Player,R,8/8/97,93,5.3,Bill Bellamy,2520,Mark Brown,1997,0.0,0.0,5.3,5.3,5.85,6.1657692307692304,6.453213443396231,6.216789819376035,6.15,0.0,1.0,1.0,0.0
2442,38000000,New Line Cinema,USA,Christian Ditter,Comedy,46813366,How to Be Single,R,8/8/97,110,6.1,Dakota Johnson,63520,Abby Kohn,2016,0.0,0.0,5.1,6.65,6.325,6.1657692307692304,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
2443,16000000,Focus Features,USA,Clare Kilner,Comedy,14108518,How to Deal,PG-13,8/15/97,100,5.6,Mandy Moore,8473,Sarah Dessen,2003,0.0,0.0,6.44,5.85,5.6,6.1657692307692304,6.254035087719299,6.216789819376035,6.8394736842105255,0.0,1.0,1.0,0.0
2444,0,HandMade Films,UK,Bruce Robinson,Comedy,418053,How to Get Ahead in Advertising,R,8/15/97,90,7.0,Richard E. Grant,4584,Bruce Robinson,1989,0.0,0.0,7.133333333333333,6.8,6.739999999999999,6.1657692307692304,6.453213443396231,6.660601719197714,6.1000000000000005,0.0,1.0,1.0,0.0
2445,50000000,Lynda Obst Productions,USA,Donald Petrie,Comedy,105813373,How to Lose a Guy in 10 Days,PG-13,8/15/97,116,6.4,Kate Hudson,172078,Michele Alexander,2003,0.0,0.0,5.8875,5.825,6.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.4,0.0,1.0,1.0,0.0
2446,27000000,Number 9 Films,UK,Robert B. Weide,Biography,2778752,How to Lose Friends & Alienate People,R,8/15/97,110,6.5,Simon Pegg,63297,Peter Straughan,2008,0.0,0.0,6.9875,6.5,6.3,7.040389972144843,6.453213443396231,6.660601719197714,6.5,0.0,1.0,1.0,0.0
2447,10000000,Universal Pictures,USA,Jocelyn Moorhouse,Comedy,23574130,How to Make an American Quilt,PG-13,8/22/97,117,6.2,Winona Ryder,9152,Whitney Otto,1995,0.0,0.0,6.422222222222222,6.675000000000001,6.2,6.1657692307692304,6.254035087719299,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2448,0,Stock Films International,Canada,Jacques W. Benoit,Comedy,491193,How to Make Love to a Negro Without Getting Tired,Not specified,8/22/97,100,4.6,Isaach De Bankolé,266,Dany Laferrière,1989,0.0,0.0,6.1000000000000005,4.6,4.6,6.1657692307692304,7.14761904761905,6.217333333333339,4.6,0.0,1.0,1.0,0.0
2449,165000000,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,8/22/97,98,8.1,Jay Baruchel,538360,William Davies,2010,0.0,2.0,7.433333333333333,7.699999999999999,6.166666666666667,6.746931407942237,6.143007360672984,6.216789819376035,6.9159999999999995,0.0,1.0,3.0,0.0
2450,145000000,DreamWorks Animation,USA,Dean DeBlois,Animation,177002924,How to Train Your Dragon 2,PG,8/22/97,102,7.8,Jay Baruchel,243596,Dean DeBlois,2014,0.0,1.0,7.433333333333333,7.699999999999999,7.8,6.746931407942237,6.143007360672984,6.216789819376035,6.9159999999999995,0.0,1.0,2.0,0.0
2451,35000000,Universal Pictures,USA,Willard Huyck,Action,16295774,Howard the Duck,PG,8/22/97,110,4.6,Lea Thompson,36020,Steve Gerber,1986,0.0,0.0,4.75,4.6,4.3,6.1060856498873015,6.143007360672984,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2452,0,Merchant Ivory Productions,UK,James Ivory,Drama,25967000,Howards End,PG,8/22/97,140,7.5,Anthony Hopkins,22936,E.M. Forster,1992,3.0,9.0,6.766666666666667,6.544444444444444,7.266666666666666,6.715720221606655,6.143007360672984,6.660601719197714,6.550000000000001,1.0,3.0,12.0,4.0
2453,24000000,Buena Vista Home Entertainment,Japan,Hayao Miyazaki,Animation,4711096,Howl's Moving Castle,PG,8/27/97,119,8.2,Chieko Baishô,242412,Hayao Miyazaki,2004,0.0,1.0,8.2,8.139999999999999,8.139999999999999,6.746931407942237,6.143007360672984,6.983823529411765,7.35,0.0,1.0,2.0,0.0
2454,65000000,TriStar Pictures,USA,Michael Lehmann,Action,17218080,Hudson Hawk,R,8/29/97,100,5.8,Bruce Willis,45642,Bruce Willis,1991,0.0,0.0,6.518181818181817,5.874999999999999,5.8,6.1060856498873015,6.453213443396231,6.216789819376035,6.225882352941177,0.0,1.0,1.0,0.0
2455,150000000,Paramount Pictures,USA,Martin Scorsese,Adventure,73864507,Hugo,PG,8/29/97,126,7.5,Asa Butterfield,264187,John Logan,2011,5.0,11.0,7.5,7.62,6.720000000000001,6.354846938775506,6.143007360672984,6.216789819376035,6.304247104247108,1.0,2.0,13.0,6.0
2456,137000000,Universal Pictures,USA,Ang Lee,Action,132177234,Hulk,PG-13,8/29/97,138,5.7,Eric Bana,223943,Stan Lee,2003,0.0,0.0,6.571428571428571,7.276923076923078,6.766666666666667,6.1060856498873015,6.254035087719299,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2457,0,Rajshri Productions,India,Sooraj R. Barjatya,Musical,2005094,Hum Saath-Saath Hain: We Stand United,Not specified,9/5/97,100,6.2,Salman Khan,4789,Sooraj R. Barjatya,1999,0.0,0.0,6.2,6.2,6.2,6.65,7.14761904761905,7.682051282051282,6.2,0.0,1.0,1.0,0.0
2458,0,Fine Line Features,France,Michel Gondry,Comedy,695876,Human Nature,R,9/12/97,96,6.4,Tim Robbins,16067,Charlie Kaufman,2001,0.0,0.0,6.93,6.840000000000001,7.44,6.1657692307692304,6.453213443396231,6.8533568904593585,6.449999999999999,0.0,1.0,1.0,0.0
2459,0,Irish Screen,UK,Justin Kerrigan,Comedy,104257,Human Traffic,R,9/12/97,99,7.1,John Simm,20316,Justin Kerrigan,1999,0.0,0.0,7.1,7.1,7.1,6.1657692307692304,6.453213443396231,6.660601719197714,7.1,0.0,1.0,1.0,0.0
2460,0,3B Productions,France,Bruno Dumont,Drama,113495,Humanité,Not specified,9/19/97,148,6.9,Emmanuel Schotté,3105,Bruno Dumont,1999,0.0,0.0,6.9,6.050000000000001,6.050000000000001,6.715720221606655,7.14761904761905,6.8533568904593585,6.050000000000001,0.0,0.0,0.0,0.0
2461,0,Film4,Ireland,Steve McQueen,Biography,154084,Hunger,NOT RATED,9/19/97,96,7.6,Stuart Graham,56117,Enda Walsh,2008,0.0,1.0,7.6,7.633333333333333,7.6,7.040389972144843,6.959195402298849,6.859090909090909,6.8999999999999995,0.0,1.0,2.0,0.0
2462,0,Marimark Productions,USA,Lawrence Bassoff,Comedy,1749956,Hunk,PG,9/19/97,102,4.6,John Allen Nelson,1042,Lawrence Bassoff,1987,0.0,0.0,4.6,4.6,4.6,6.1657692307692304,6.143007360672984,6.216789819376035,4.6,0.0,1.0,1.0,0.0
2463,0,Piki Films,New Zealand,Taika Waititi,Adventure,5202582,Hunt for the Wilderpeople,PG-13,9/19/97,101,7.9,Sam Neill,60530,Taika Waititi,2016,0.0,0.0,7.260000000000001,7.400000000000001,7.7,6.354846938775506,6.254035087719299,7.355555555555556,7.9,0.0,1.0,1.0,0.0
2464,0,FilmColony,USA,Anthony Drazan,Comedy,1796328,Hurlyburly,R,9/19/97,122,5.8,Sean Penn,9261,David Rabe,1998,0.0,0.0,6.637499999999999,6.05,5.8,6.1657692307692304,6.453213443396231,6.216789819376035,6.6,0.0,1.0,1.0,0.0
2465,20000000,TriStar Pictures,USA,Woody Allen,Comedy,10555619,Husbands and Wives,R,9/19/97,103,7.6,Woody Allen,23108,Woody Allen,1992,0.0,2.0,6.841666666666666,6.993939393939393,7.012499999999999,6.1657692307692304,6.453213443396231,6.216789819376035,6.225882352941177,0.0,1.0,3.0,0.0
2466,0,TriStar Pictures,USA,Jonathan Darby,Drama,13513622,Hush,PG-13,9/19/97,96,5.3,Jessica Lange,8036,Jonathan Darby,1998,0.0,0.0,6.371428571428572,5.3,5.3,6.715720221606655,6.254035087719299,6.216789819376035,6.225882352941177,0.0,1.0,1.0,0.0
2467,8000000,Crunk Pictures,USA,Craig Brewer,Crime,22201636,Hustle & Flow,R,9/26/97,116,7.4,Terrence Howard,34921,Craig Brewer,2005,1.0,2.0,7.4,6.766666666666667,7.2,6.756321839080459,6.453213443396231,6.216789819376035,7.4,0.0,1.0,3.0,1.0
2468,0,Daybreak Pictures,UK,Roger Michell,Biography,6367780,Hyde Park on Hudson,R,9/26/97,94,5.9,Bill Murray,9985,Richard Nelson,2012,0.0,0.0,6.828571428571428,6.55,6.1,7.040389972144843,6.453213443396231,6.660601719197714,5.9,0.0,1.0,1.0,0.0
2469,0,Informant Media,UK,Tanya Wexler,Comedy,1800000,Hysteria,R,9/26/97,100,6.7,Maggie Gyllenhaal,27231,Stephen Dyer,2011,0.0,0.0,6.7,6.7,6.7,6.1657692307692304,6.453213443396231,6.660601719197714,7.0,0.0,1.0,1.0,0.0
2470,0,Walden Media,UK,Paul Feig,Drama,284002,I Am David,PG,9/26/97,90,7.3,Ben Tibber,6485,Anne Holm,2003,0.0,0.0,7.3,6.3500000000000005,7.3,6.715720221606655,6.143007360672984,6.660601719197714,6.575,0.0,1.0,1.0,0.0
2471,150000000,Warner Bros.,USA,Francis Lawrence,Drama,256386216,I Am Legend,PG-13,10/1/97,101,7.2,Will Smith,579646,Mark Protosevich,2007,0.0,0.0,6.770000000000001,6.983333333333333,6.366666666666667,6.715720221606655,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
2472,0,First Sun,Italy,Luca Guadagnino,Drama,5005465,I Am Love,R,10/3/97,120,7.0,Tilda Swinton,15445,Barbara Alberti,2009,0.0,1.0,6.8125,6.7,7.0,6.715720221606655,6.453213443396231,6.958823529411763,7.0,0.0,1.0,2.0,0.0
2473,60000000,DreamWorks,USA,D.J. Caruso,Action,55100437,I Am Number Four,PG-13,10/3/97,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,0.0,0.0,5.599999999999999,6.1571428571428575,5.833333333333333,6.1060856498873015,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
2474,22000000,New Line Cinema,USA,Jessie Nelson,Drama,40311852,I Am Sam,PG-13,10/3/97,132,7.6,Sean Penn,128721,Kristine Johnson,2001,0.0,1.0,6.637499999999999,6.6000000000000005,7.6,6.715720221606655,6.254035087719299,6.216789819376035,6.145348837209304,0.0,1.0,2.0,0.0
2475,13000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,10/3/97,100,4.2,Tyler Perry,8640,Tyler Perry,2009,0.0,0.0,4.857142857142857,4.990909090909091,5.05,6.1657692307692304,6.254035087719299,6.216789819376035,4.44,0.0,1.0,1.0,0.0
2476,0,Arena Films,France,Claire Denis,Drama,111015,I Can't Sleep,UNRATED,10/8/97,110,7.0,Yekaterina Golubeva,894,Jean-Pol Fargeau,1994,0.0,0.0,6.1,6.95,7.0,6.715720221606655,6.798591549295779,6.8533568904593585,6.4,0.0,1.0,1.0,0.0
2477,0,Enlightenment Productions,UK,Shamim Sarif,Drama,39373,I Can't Think Straight,PG-13,10/10/97,82,6.7,Lisa Ray,6352,Shamim Sarif,2008,0.0,0.0,6.7,6.7,6.7,6.715720221606655,6.254035087719299,6.660601719197714,6.7,0.0,1.0,1.0,0.0
2478,8000000,British Broadcasting Corporation (BBC),UK,Tim Fywell,Drama,1174139,I Capture the Castle,R,10/10/97,113,7.1,Romola Garai,6060,Dodie Smith,2003,0.0,0.0,7.1,6.55,5.866666666666667,6.715720221606655,6.453213443396231,6.660601719197714,6.683333333333334,0.0,1.0,1.0,0.0
2479,50000000,Columbia Pictures Corporation,USA,Hugh Hudson,Adventure,6543194,I Dreamed of Africa,PG-13,10/10/97,114,5.6,Kim Basinger,3933,Kuki Gallmann,2000,0.0,0.0,5.716666666666666,6.066666666666666,5.6,6.354846938775506,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2480,0,StudioCanal,UK,Dan Mazer,Comedy,32514,I Give It a Year,R,10/10/97,97,5.7,Rose Byrne,31956,Dan Mazer,2013,0.0,0.0,5.7,5.85,5.7,6.1657692307692304,6.453213443396231,6.660601719197714,6.48888888888889,0.0,1.0,1.0,0.0
2481,22000000,Fox Searchlight Pictures,USA,David O. Russell,Comedy,12784713,I Heart Huckabees,R,10/10/97,107,6.7,Jason Schwartzman,58556,David O. Russell,2004,0.0,0.0,7.066666666666666,7.049999999999999,6.840000000000001,6.1657692307692304,6.453213443396231,6.216789819376035,6.817543859649125,0.0,1.0,1.0,0.0
2482,0,Rudius Films,USA,Bob Gosse,Comedy,1425993,I Hope They Serve Beer in Hell,R,10/10/97,105,5.3,Matt Czuchry,7631,Tucker Max,2009,0.0,0.0,5.3,5.3,5.3,6.1657692307692304,6.453213443396231,6.216789819376035,5.3,0.0,1.0,1.0,0.0
2483,17000000,Mandalay Entertainment,USA,Jim Gillespie,Horror,72586134,I Know What You Did Last Summer,R,10/17/97,101,5.6,Jennifer Love Hewitt,112994,Lois Duncan,1997,0.0,0.0,5.566666666666666,5.199999999999999,5.1,5.68700361010831,6.453213443396231,6.216789819376035,6.375,0.0,1.0,1.0,0.0
2484,12000000,360 Pictures,USA,Chris Sivertson,Mystery,7498716,I Know Who Killed Me,R,10/17/97,100,3.6,Lindsay Lohan,23832,Jeff Hammond,2007,0.0,0.0,5.114285714285714,3.6,3.6,6.342105263157895,6.453213443396231,6.216789819376035,3.6,0.0,1.0,1.0,0.0
2485,0,Columbia Pictures Corporation,USA,Darnell Martin,Comedy,1777020,I Like It Like That,R,10/17/97,104,6.8,Luna Lauren Velez,1290,Darnell Martin,1994,0.0,0.0,6.8,6.9,6.9,6.1657692307692304,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2486,45000000,Caravan Pictures,USA,Charles Shyer,Action,30806194,I Love Trouble,PG,10/17/97,123,5.2,Nick Nolte,10145,Nancy Meyers,1994,0.0,0.0,6.153333333333333,6.0,6.433333333333334,6.1060856498873015,6.143007360672984,6.216789819376035,5.688888888888889,0.0,1.0,1.0,0.0
2487,0,Chestnut Hill Productions,USA,Lawrence Kasdan,Comedy,16186793,I Love You to Death,R,10/24/97,97,6.4,Kevin Kline,11639,John Kostmayer,1990,0.0,0.0,6.6,6.542857142857143,6.4,6.1657692307692304,6.453213443396231,6.216789819376035,6.300000000000001,0.0,1.0,1.0,0.0
2488,18000000,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,10/24/97,102,5.3,Hayden Panettiere,29845,Larry Doyle,2009,0.0,0.0,5.3,6.5,5.633333333333333,6.1657692307692304,6.254035087719299,6.217333333333339,5.4222222222222225,0.0,1.0,1.0,0.0
2489,40000000,DreamWorks,USA,John Hamburg,Comedy,71440011,"I Love You, Man",R,10/24/97,105,7.0,Paul Rudd,174712,John Hamburg,2009,0.0,0.0,6.75,6.3,6.14,6.1657692307692304,6.453213443396231,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
2490,85000000,Universal Pictures,USA,Dennis Dugan,Comedy,120059556,I Now Pronounce You Chuck & Larry,PG-13,10/31/97,115,6.0,Adam Sandler,126092,Barry Fanaro,2007,0.0,0.0,6.166666666666667,5.792857142857143,6.166666666666667,6.1657692307692304,6.254035087719299,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
2491,0,Verisimilitude,USA,Mike Cahill,Drama,334658,I Origins,R,10/31/97,106,7.3,Michael Pitt,90264,Mike Cahill,2014,0.0,0.0,6.55,7.15,7.15,6.715720221606655,6.453213443396231,6.216789819376035,7.3,0.0,1.0,1.0,0.0
2492,0,Softbank Ventures,South Korea,Jee-woon Kim,Action,128392,I Saw the Devil,NOT RATED,10/31/97,141,7.8,Byung-hun Lee,81507,Jee-woon Kim,2010,0.0,0.0,7.8,7.166666666666667,7.55,6.1060856498873015,6.959195402298849,7.344999999999999,7.8,0.0,1.0,1.0,0.0
2493,13000000,Bron Studios,USA,Marc Abraham,Biography,1646468,I Saw the Light,R,10/31/97,123,5.7,Tom Hiddleston,4460,Marc Abraham,2015,0.0,0.0,5.7,5.7,5.7,7.040389972144843,6.453213443396231,6.216789819376035,6.3999999999999995,0.0,1.0,1.0,0.0
2494,0,Playhouse International Pictures,UK,Mary Harron,Biography,1814290,I Shot Andy Warhol,R,11/1/97,103,6.6,Lili Taylor,5724,Jeremiah Newton,1996,0.0,0.0,6.5,6.933333333333333,6.6,7.040389972144843,6.453213443396231,6.660601719197714,6.8,0.0,1.0,1.0,0.0
2495,2000000,Cinetel Films,USA,Steven R. Monroe,Crime,93051,I Spit on Your Grave,R,11/7/97,108,6.3,Sarah Butler,61717,Adam Rockoff,2010,0.0,0.0,6.3,6.0,6.3,6.756321839080459,6.453213443396231,6.216789819376035,5.336363636363636,0.0,1.0,1.0,0.0
2496,0,Cinetel Films,USA,Steven R. Monroe,Crime,441,I Spit on Your Grave 2,R,11/7/97,106,5.7,Jemma Dallender,21070,Neil Elman,2013,0.0,0.0,5.7,6.0,5.7,6.756321839080459,6.453213443396231,6.216789819376035,5.336363636363636,0.0,1.0,1.0,0.0
2497,70000000,Columbia Pictures Corporation,USA,Betty Thomas,Action,33105600,I Spy,PG-13,11/7/97,97,5.4,Eddie Murphy,43883,Morton S. Fine,2002,0.0,0.0,5.508000000000001,5.671428571428572,5.4,6.1060856498873015,6.254035087719299,6.216789819376035,6.265060240963854,0.0,2.0,2.0,0.0
2498,0,Canal+,France,Gaspar Noé,Crime,54735,I Stand Alone,NOT RATED,11/7/97,93,7.5,Philippe Nahon,15508,Gaspar Noé,1998,0.0,0.0,7.5,7.400000000000001,7.400000000000001,6.756321839080459,6.959195402298849,6.8533568904593585,6.852380952380951,0.0,1.0,1.0,0.0
2499,24000000,Columbia Pictures,USA,Danny Cannon,Horror,40002112,I Still Know What You Did Last Summer,R,11/14/97,100,4.6,Jennifer Love Hewitt,58906,Lois Duncan,1998,0.0,0.0,5.566666666666666,5.6000000000000005,5.1,5.68700361010831,6.453213443396231,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
2500,0,Fox Searchlight Pictures,USA,Chris Rock,Comedy,12550605,I Think I Love My Wife,R,11/14/97,94,5.5,Chris Rock,14233,Chris Rock,2007,0.0,0.0,5.8375,5.766666666666667,5.875,6.1657692307692304,6.453213443396231,6.216789819376035,6.817543859649125,0.0,1.0,1.0,0.0
2501,0,Polygram Filmed Entertainment,UK,Michael Winterbottom,Crime,1242,I Want You,R,11/14/97,87,6.3,Rachel Weisz,2483,Eoin McNamee,1998,0.0,1.0,6.609999999999999,6.5,6.3,6.756321839080459,6.453213443396231,6.660601719197714,6.326315789473685,0.0,1.0,2.0,0.0
2502,0,Sixteen Films,UK,Ken Loach,Drama,258168,"I, Daniel Blake",R,11/21/97,100,7.9,Dave Johns,30977,Paul Laverty,2016,0.0,0.0,7.9,7.409999999999999,7.483333333333333,6.715720221606655,6.453213443396231,6.660601719197714,7.7,0.0,1.0,1.0,0.0
2503,65000000,Hopscotch Features,USA,Stuart Beattie,Action,19075290,"I, Frankenstein",PG-13,11/21/97,92,5.1,Aaron Eckhart,70705,Stuart Beattie,2014,0.0,0.0,6.057142857142857,5.1,6.339999999999999,6.1060856498873015,6.254035087719299,6.216789819376035,5.1,0.0,1.0,1.0,0.0
2504,0,Trans World Entertainment (TWE),USA,Tibor Takács,Fantasy,151203,"I, Madman",R,11/21/97,89,6.1,Jenny Wright,2093,David Chaskin,1989,0.0,0.0,6.1,5.6000000000000005,5.5,5.775,6.453213443396231,6.216789819376035,5.65,0.0,1.0,1.0,0.0
2505,120000000,Twentieth Century Fox Film Corporation,USA,Alex Proyas,Action,144801023,"I, Robot",PG-13,11/21/97,115,7.1,Will Smith,423244,Jeff Vintar,2004,0.0,1.0,6.770000000000001,6.8,7.1,6.1060856498873015,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,2.0,0.0
2506,0,GEA Cinematográfica,Argentina,María Luisa Bemberg,Drama,52148,"I, the Worst of All",R,11/21/97,105,7.1,Assumpta Serna,504,María Luisa Bemberg,1990,0.0,0.0,7.05,7.1,7.1,6.715720221606655,6.453213443396231,7.338461538461538,7.1,0.0,1.0,1.0,0.0
2507,25000000,Paramount Pictures,USA,Fred Schepisi,Comedy,26372663,I.Q.,PG,11/24/97,100,6.2,Tim Robbins,20930,Andy Breckman,1994,0.0,0.0,6.93,6.325,5.950000000000001,6.1657692307692304,6.143007360672984,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
2508,30000000,Walt Disney Pictures,USA,Arlene Sanford,Comedy,12213678,I'll Be Home for Christmas,PG,11/26/97,86,5.4,Jonathan Taylor Thomas,7267,Tom Nursall,1998,0.0,0.0,5.766666666666667,5.5,5.4,6.1657692307692304,6.143007360672984,6.216789819376035,6.330392156862746,0.0,1.0,1.0,0.0
2509,44000000,Columbia Pictures Corporation,USA,James L. Brooks,Comedy,10209111,I'll Do Anything,PG-13,11/26/97,115,5.6,Nick Nolte,2180,James L. Brooks,1994,0.0,0.0,6.153333333333333,6.459999999999999,6.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
2510,0,Two Flints,USA,Brett Haley,Comedy,7425963,I'll See You in My Dreams,PG-13,11/26/97,92,6.7,Blythe Danner,5282,Marc Basch,2015,0.0,0.0,6.800000000000001,6.7,6.7,6.1657692307692304,6.254035087719299,6.216789819376035,6.7,0.0,1.0,1.0,0.0
2511,0,Mosaic Film Group,UK,Mike Hodges,Crime,358804,I'll Sleep When I'm Dead,R,11/26/97,102,5.9,Clive Owen,7764,Trevor Preston,2003,0.0,0.0,6.466666666666668,6.5,5.9,6.756321839080459,6.453213443396231,6.660601719197714,5.9,0.0,1.0,1.0,0.0
2512,3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,11/26/97,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988,0.0,0.0,6.0,5.633333333333333,5.5600000000000005,6.1060856498873015,6.453213443396231,6.216789819376035,6.6,0.0,1.0,1.0,0.0
2513,0,Colorado Film Production,Italy,Gabriele Salvatores,Crime,1615118,I'm Not Scared,R,11/26/97,108,7.5,Aitana Sánchez-Gijón,12805,Niccolò Ammaniti,2003,0.0,0.0,7.5,7.45,7.5,6.756321839080459,6.453213443396231,6.958823529411763,7.5,0.0,1.0,1.0,0.0
2514,0,"Deseo, El",Spain,Pedro Almodóvar,Comedy,1367846,I'm So Excited!,R,12/4/97,90,5.6,Javier Cámara,18657,Pedro Almodóvar,2013,0.0,0.0,5.6,7.228571428571428,7.199999999999998,6.1657692307692304,6.453213443396231,7.044642857142857,7.1875,0.0,1.0,1.0,0.0
2515,0,They Are Going to Kill Us Productions,USA,Casey Affleck,Comedy,408719,I'm Still Here,R,12/12/97,108,6.2,Joaquin Phoenix,17059,Casey Affleck,2010,0.0,0.0,6.800000000000001,6.2,6.2,6.1657692307692304,6.453213443396231,6.216789819376035,6.2,0.0,1.0,1.0,0.0
2516,59000000,Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,176387405,Ice Age,PG,12/12/97,81,7.6,Denis Leary,357258,Michael J. Wilson,2002,0.0,1.0,7.25,6.575,6.433333333333334,6.746931407942237,6.143007360672984,6.216789819376035,6.197073170731709,0.0,1.0,2.0,0.0
2517,105000000,Blue Sky Studios,USA,Mike Thurmeier,Animation,64063008,Ice Age: Collision Course,PG,12/12/97,94,5.7,Ray Romano,38556,Michael J. Wilson,2016,0.0,0.0,6.58,5.7,6.433333333333334,6.746931407942237,6.143007360672984,6.216789819376035,6.366666666666667,0.0,1.0,1.0,0.0
2518,95000000,Blue Sky Studios,USA,Steve Martino,Animation,161321843,Ice Age: Continental Drift,PG,12/19/97,88,6.6,Ray Romano,158545,Michael Berg,2012,0.0,0.0,6.58,6.85,6.6,6.746931407942237,6.143007360672984,6.216789819376035,6.366666666666667,0.0,1.0,1.0,0.0
2519,90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,12/19/97,94,7.0,Ray Romano,182575,Peter Ackerman,2009,0.0,0.0,6.58,6.775,7.0,6.746931407942237,6.143007360672984,6.216789819376035,6.742857142857142,0.0,1.0,1.0,0.0
2520,80000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,195330621,Ice Age: The Meltdown,PG,12/19/97,91,6.9,Ray Romano,211943,Peter Gaulke,2006,0.0,0.0,6.58,6.775,5.7,6.746931407942237,6.143007360672984,6.216789819376035,6.742857142857142,0.0,1.0,1.0,0.0
