,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
1680,0,Bavaria Film,Germany,Caroline Link,Biography,6173485,En algún lugar de África,R,2/25/94,141,7.7,Juliane Köhler,11175,Caroline Link,2001,0.0,0.0,7.7,7.7,7.7,7.040389972144843,6.453213443396231,6.329850746268655,7.266666666666667,0.0,0.0,0.0,0.0
1681,13000000,Hell's Kitchen Films,Ireland,Jim Sheridan,Biography,25010410,En el nombre del padre,R,2/25/94,133,8.1,Daniel Day-Lewis,122973,Gerry Conlon,1993,0.0,0.0,7.091666666666668,7.062499999999999,8.1,7.040389972144843,6.453213443396231,6.859090909090909,7.5,0.0,1.0,1.0,0.0
1682,0,Mandarin Films,France,François Ozon,Comedy,354244,En la casa,R,2/25/94,105,7.4,Fabrice Luchini,24809,Juan Mayorga,2012,0.0,0.0,7.4,7.1,7.4,6.1657692307692304,6.453213443396231,6.8533568904593585,7.233333333333333,0.0,1.0,1.0,0.0
1683,85000000,Walt Disney Pictures,USA,Kevin Lima,Animation,127807262,Enchanted,PG,2/25/94,107,7.1,Amy Adams,153161,Bill Kelly,2007,0.0,3.0,7.1375,6.233333333333333,6.533333333333334,6.746931407942237,6.143007360672984,6.216789819376035,6.330392156862746,0.0,2.0,5.0,0.0
1684,0,BBC Films,UK,Mike Newell,Drama,13200170,Enchanted April,PG,2/25/94,95,7.4,Alfred Molina,5334,Elizabeth von Arnim,1991,0.0,3.0,7.4,6.8,7.4,6.715720221606655,6.143007360672984,6.660601719197714,6.796296296296297,2.0,2.0,5.0,2.0
1685,7000000,Encino Man Productions,USA,Les Mayfield,Comedy,40693477,Encino Man,PG,3/4/94,88,5.7,Sean Astin,31980,George Zaloom,1992,0.0,0.0,6.5,5.8500000000000005,5.7,6.1657692307692304,6.143007360672984,6.216789819376035,5.7,0.0,1.0,1.0,0.0
1686,100000000,Beacon Communications,USA,Peter Hyams,Action,66889043,End of Days,R,3/4/94,121,5.7,Arnold Schwarzenegger,94188,Andrew W. Marlowe,1999,0.0,0.0,6.136363636363637,5.718181818181819,6.1,6.1060856498873015,6.453213443396231,6.216789819376035,6.119999999999999,0.0,1.0,1.0,0.0
1687,7000000,Exclusive Media Group,USA,David Ayer,Action,41003371,End of Watch,R,3/4/94,109,7.7,Jake Gyllenhaal,196450,David Ayer,2012,0.0,0.0,7.2125,6.816666666666667,7.220000000000001,6.1060856498873015,6.453213443396231,6.216789819376035,6.816666666666667,0.0,1.0,1.0,0.0
1688,110000000,OddLot Entertainment,USA,Gavin Hood,Action,61737191,Ender's Game,PG-13,3/4/94,114,6.7,Harrison Ford,197592,Gavin Hood,2013,0.0,0.0,6.544999999999999,6.960000000000001,7.0,6.1060856498873015,6.254035087719299,6.216789819376035,6.1,0.0,1.0,1.0,0.0
1689,20000000,Bluegrass Films,USA,Shana Feste,Drama,23393765,Endless Love,PG-13,3/4/94,104,6.3,Gabriella Wilde,34658,Shana Feste,2014,0.0,1.0,6.3,6.3,6.3,6.715720221606655,6.254035087719299,6.216789819376035,6.675000000000001,0.0,1.0,2.0,0.0
1690,0,Pathé Pictures International,UK,Roger Michell,Drama,358262,Enduring Love,R,3/11/94,100,6.4,Rhys Ifans,9152,Ian McEwan,2004,0.0,0.0,6.65,6.55,6.540000000000001,6.715720221606655,6.453213443396231,6.660601719197714,6.877777777777777,0.0,1.0,1.0,0.0
1691,0,Morgan Creek Productions,USA,Paul Mazursky,Comedy,7754571,Enemies: A Love Story,R,3/11/94,119,6.8,Ron Silver,1705,Isaac Bashevis Singer,1989,0.0,0.0,6.8,6.0249999999999995,6.8,6.1657692307692304,6.453213443396231,6.216789819376035,5.967567567567568,0.0,1.0,1.0,0.0
1692,0,Pathé International,Canada,Denis Villeneuve,Mystery,1007088,Enemigos idénticos,R,3/11/94,91,6.9,Jake Gyllenhaal,117920,José Saramago,2013,0.0,0.0,7.2125,7.666666666666667,6.75,6.342105263157895,6.453213443396231,6.217333333333339,6.9,0.0,0.0,0.0,0.0
1693,68000000,Swanford Films,UK,Jean-Jacques Annaud,Drama,51401758,Enemy at the Gates,R,3/11/94,131,7.6,Jude Law,205191,Jean-Jacques Annaud,2001,0.0,0.0,6.611111111111111,7.228571428571429,7.6,6.715720221606655,6.453213443396231,6.660601719197714,7.6,0.0,1.0,1.0,0.0
1694,90000000,Touchstone Pictures,USA,Tony Scott,Action,111549836,Enemy of the State,R,3/18/94,132,7.3,Will Smith,199848,David Marconi,1998,0.0,0.0,6.770000000000001,6.786666666666668,7.3,6.1060856498873015,6.453213443396231,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
1695,0,Millennial,USA,Peter Manoogian,Action,197791,Enemy Territory,R,3/18/94,89,6.5,Gary Frank,570,Stuart Kaminsky,1987,0.0,0.0,6.5,5.5,6.5,6.1060856498873015,6.453213443396231,6.216789819376035,6.5,0.0,1.0,1.0,0.0
1696,0,Curbside Films,India,Gauri Shinde,Comedy,1670773,English Vinglish,NOT RATED,3/18/94,134,7.9,Sridevi,25931,Gauri Shinde,2012,0.0,0.0,7.9,7.9,7.9,6.1657692307692304,6.959195402298849,7.682051282051282,7.9,0.0,1.0,1.0,0.0
1697,0,Manhattan Pictures International,UK,Michael Apted,Drama,4298329,Enigma,R,3/18/94,119,6.4,Dougray Scott,18387,Robert Harris,2001,0.0,0.0,6.4,6.438461538461539,6.800000000000001,6.715720221606655,6.453213443396231,6.660601719197714,6.4,0.0,1.0,1.0,0.0
1698,38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,3/23/94,115,5.7,Jennifer Lopez,32959,Nicholas Kazan,2002,0.0,0.0,5.709999999999999,6.438461538461539,6.3,6.756321839080459,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
1699,8000000,Fox Searchlight Pictures,USA,Nicole Holofcener,Comedy,17536788,Enough Said,PG-13,3/25/94,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013,0.0,0.0,7.1,6.599999999999999,6.599999999999999,6.1657692307692304,6.254035087719299,6.216789819376035,6.817543859649125,0.0,1.0,1.0,0.0
1700,10000000,Twentieth Century Fox Film Corporation,USA,Mike Judge,Comedy,10824921,Enredos de oficina,R,3/25/94,89,7.8,Ron Livingston,212640,Mike Judge,1999,0.0,0.0,7.8,6.85,6.85,6.1657692307692304,6.453213443396231,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
1701,0,Lagniappe Films,Germany,Peter Bogdanovich,Comedy,88460,Enredos en Broadway,R,3/25/94,93,6.1,Imogen Poots,19802,Peter Bogdanovich,2014,0.0,0.0,6.1,6.083333333333333,6.1,6.1657692307692304,6.453213443396231,6.329850746268655,6.1,0.0,1.0,1.0,0.0
1702,0,Fidélité Films,France,Gaspar Noé,Drama,336467,Enter the Void,NOT RATED,3/25/94,161,7.3,Nathaniel Brown,51942,Gaspar Noé,2009,0.0,0.0,7.3,7.400000000000001,7.400000000000001,6.715720221606655,6.959195402298849,6.8533568904593585,6.949999999999999,0.0,1.0,1.0,0.0
1703,30000000,Warner Bros.,USA,Doug Ellin,Comedy,32361416,Entourage,R,3/30/94,104,6.6,Adrian Grenier,66336,Doug Ellin,2015,0.0,0.0,6.6,5.366666666666666,6.6,6.1657692307692304,6.453213443396231,6.216789819376035,6.3843537414965965,1.0,8.0,8.0,1.0
1704,66000000,Twentieth Century Fox Film Corporation,USA,Jon Amiel,Action,87704396,Entrapment,PG-13,3/30/94,113,6.3,Sean Connery,93659,Ronald Bass,1999,0.0,0.0,6.5,6.314285714285715,6.3500000000000005,6.1060856498873015,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
1705,1600000,Unison Films,New Zealand,Jemaine Clement,Comedy,3333000,Entrevista con unos vampiros,R,3/30/94,86,7.6,Jemaine Clement,90970,Jemaine Clement,2014,0.0,0.0,7.6,7.6,7.6,6.1657692307692304,6.453213443396231,7.355555555555556,6.949999999999999,0.0,1.0,1.0,0.0
1706,40000000,DreamWorks,USA,Barry Levinson,Comedy,12181484,Envy,PG-13,3/31/94,99,4.8,Ben Stiller,27466,Steve Adams,2004,0.0,0.0,6.203703703703702,6.35,5.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
1707,100000000,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,107518682,Epic,PG,3/31/94,102,6.7,Amanda Seyfried,90501,James V. Hart,2013,0.0,0.0,6.160000000000001,6.575,7.050000000000001,6.746931407942237,6.143007360672984,6.216789819376035,6.742857142857142,0.0,1.0,1.0,0.0
1708,20000000,Regency Enterprises,USA,Jason Friedberg,Adventure,39739367,Epic Movie,PG-13,4/1/94,86,2.3,Kal Penn,93481,Jason Friedberg,2007,0.0,0.0,5.25,2.5999999999999996,3.0666666666666664,6.354846938775506,6.254035087719299,6.216789819376035,6.042424242424243,0.0,1.0,1.0,0.0
1709,16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,4/1/94,101,6.0,Nicholas Hoult,18681,Nathan Parker,2015,0.0,0.0,6.225,6.366666666666667,6.0,6.715720221606655,6.254035087719299,6.216789819376035,6.0,0.0,1.0,1.0,0.0
1710,20000000,Dimension Films,USA,Kurt Wimmer,Action,1203974,Equilibrium,R,4/8/94,107,7.5,Christian Bale,277569,Kurt Wimmer,2002,0.0,0.0,7.389999999999999,5.95,6.216666666666666,6.1060856498873015,6.453213443396231,6.216789819376035,5.7263157894736825,0.0,1.0,1.0,0.0
1711,0,RainCity Productions,USA,Alan Rudolph,Crime,279627,Equinox,R,4/8/94,110,5.7,Matthew Modine,1033,Alan Rudolph,1992,0.0,0.0,6.5375,5.9142857142857155,6.1499999999999995,6.756321839080459,6.453213443396231,6.216789819376035,5.7,0.0,1.0,1.0,0.0
1712,100000000,Fox 2000 Pictures,USA,Stefen Fangmeier,Action,75030163,Eragon,PG,4/8/94,104,5.1,Ed Speleers,112350,Peter Buchman,2006,0.0,0.0,5.1,5.1,6.15,6.1060856498873015,6.143007360672984,6.216789819376035,6.270689655172415,0.0,1.0,1.0,0.0
1713,100000000,Kopelson Entertainment,USA,Chuck Russell,Action,101295562,Eraser,R,4/13/94,115,6.1,Arnold Schwarzenegger,90008,Tony Puryear,1996,0.0,1.0,6.136363636363637,6.099999999999999,6.1,6.1060856498873015,6.453213443396231,6.216789819376035,6.1,0.0,1.0,2.0,0.0
1714,0,KB Erik the Viking,UK,Terry Jones,Comedy,1932642,Erik the Viking,PG-13,4/13/94,107,6.2,Tim Robbins,11465,Terry Jones,1989,0.0,0.0,6.93,6.3,6.25,6.1657692307692304,6.254035087719299,6.660601719197714,6.2,0.0,1.0,1.0,0.0
1715,52000000,Universal Pictures,USA,Steven Soderbergh,Biography,125595205,Erin Brockovich,R,4/15/94,131,7.3,Julia Roberts,145443,Susannah Grant,2000,1.0,5.0,6.033333333333333,6.666666666666665,6.3571428571428585,7.040389972144843,6.453213443396231,6.216789819376035,6.396357615894037,1.0,3.0,8.0,2.0
1716,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,4/15/94,92,5.5,Jim Varney,9526,John R. Cherry III,1987,0.0,0.0,5.55,5.55,5.6,6.1657692307692304,6.143007360672984,6.216789819376035,5.5,0.0,1.0,1.0,0.0
1717,0,Touchstone Pictures,USA,John R. Cherry III,Comedy,25029569,Ernest Goes to Jail,PG,4/15/94,81,5.4,Jim Varney,7766,Charlie Cohen,1990,0.0,0.0,5.55,5.55,5.4,6.1657692307692304,6.143007360672984,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
1718,6000000,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,4/15/94,95,5.6,Jim Varney,8513,Ed Turner,1988,0.0,0.0,5.55,5.55,5.6,6.1657692307692304,6.143007360672984,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
1719,0,Touchstone Pictures,USA,John R. Cherry III,Comedy,14143280,Ernest Scared Stupid,PG,4/15/94,91,5.7,Jim Varney,9139,John R. Cherry III,1991,0.0,0.0,5.55,5.55,5.6,6.1657692307692304,6.143007360672984,6.216789819376035,6.33435114503817,0.0,1.0,1.0,0.0
1720,0,Jet Tone Films,USA,Michelangelo Antonioni,Drama,188248,Eros,R,4/22/94,104,6.0,Li Gong,5387,Kar-Wai Wong,2004,0.0,0.0,7.4,6.25,7.242857142857143,6.715720221606655,6.453213443396231,6.216789819376035,6.75,0.0,1.0,1.0,0.0
1721,65000000,Award Entertainment,France,Mike Nichols,Comedy,38966057,Escándalo,R,4/22/94,143,6.7,John Travolta,24802,Joe Klein,1998,0.0,0.0,5.904000000000001,6.609090909090909,6.7,6.1657692307692304,6.453213443396231,6.8533568904593585,6.7,0.0,0.0,0.0,0.0
1722,50000000,Paramount Pictures,USA,John Carpenter,Action,25477365,Escape from L.A.,R,4/22/94,101,5.7,Kurt Russell,58556,John Carpenter,1996,0.0,0.0,6.622222222222222,6.300000000000001,5.859999999999999,6.1060856498873015,6.453213443396231,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
1723,50000000,Summit Entertainment,USA,Mikael Håfström,Action,25132228,Escape Plan,R,4/29/94,115,6.7,Sylvester Stallone,192466,Miles Chapman,2013,0.0,0.0,5.968,6.779999999999999,6.7,6.1060856498873015,6.453213443396231,6.216789819376035,6.344736842105261,0.0,1.0,1.0,0.0
1724,17000000,Chapter 2,France,Andrea Di Stefano,Crime,106869,Escobar,R,4/29/94,120,6.6,Benicio Del Toro,16839,Andrea Di Stefano,2014,0.0,0.0,6.199999999999999,6.6,6.6,6.756321839080459,6.453213443396231,6.8533568904593585,6.6,0.0,1.0,1.0,0.0
1725,16000000,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,4/29/94,105,5.0,Dolph Lundgren,6925,Robert Abramoff,1988,0.0,0.0,5.625,5.0,5.0,6.1060856498873015,6.453213443396231,6.155555555555555,5.0,0.0,1.0,1.0,0.0
1726,21000000,Paramount Pictures,Germany,Richard LaGravenese,Biography,36605602,Escritores de la libertad,PG-13,4/29/94,123,7.5,Hilary Swank,56827,Richard LaGravenese,2007,0.0,0.0,6.8875,6.674999999999999,7.1499999999999995,7.040389972144843,6.254035087719299,6.329850746268655,6.304247104247108,0.0,1.0,1.0,0.0
1727,35000000,Universal Pictures,Japan,Judd Apatow,Comedy,110212700,Esta chica es un desastre,R,5/6/94,125,6.3,Amy Schumer,110244,Amy Schumer,2015,0.0,0.0,6.3,6.580000000000001,6.3,6.1657692307692304,6.453213443396231,6.983823529411765,6.396357615894037,0.0,1.0,1.0,0.0
1728,0,Next Entertainment World,South Korea,Sang-ho Yeon,Action,2129768,Estación Zombie: tren a Busan,NOT RATED,5/6/94,118,7.5,Yoo Gong,72896,Joo-Suk Park,2016,0.0,0.0,7.5,7.5,7.5,6.1060856498873015,6.959195402298849,7.344999999999999,7.5,0.0,0.0,0.0,0.0
1729,49000000,3 Arts Entertainment,Germany,Chris Weitz,Comedy,64186502,Estrenando Cuerpo,PG-13,5/6/94,87,5.4,Chris Rock,19724,Elaine May,2001,0.0,0.0,5.8375,5.800000000000001,4.800000000000001,6.1657692307692304,6.254035087719299,6.329850746268655,6.1,0.0,1.0,1.0,0.0
1730,20000000,Focus Features,USA,Michel Gondry,Drama,34400301,Eternal Sunshine of the Spotless Mind,R,5/6/94,108,8.3,Jim Carrey,736127,Charlie Kaufman,2004,1.0,2.0,6.740909090909091,6.840000000000001,7.44,6.715720221606655,6.453213443396231,6.216789819376035,6.8394736842105255,0.0,1.0,3.0,1.0
1731,0,Paradis Films,France,Theodoros Angelopoulos,Drama,106486,Eternity and a Day,UNRATED,5/6/94,137,7.9,Bruno Ganz,7269,Theodoros Angelopoulos,1998,0.0,0.0,8.100000000000001,7.75,7.75,6.715720221606655,6.798591549295779,6.8533568904593585,7.533333333333334,0.0,1.0,1.0,0.0
1732,0,American Playhouse,UK,John Madden,Drama,296081,Ethan Frome,PG,5/13/94,99,6.3,Liam Neeson,1798,Richard Nelson,1993,0.0,0.0,6.720000000000001,6.769999999999999,6.1,6.715720221606655,6.143007360672984,6.660601719197714,6.776923076923077,0.0,1.0,1.0,0.0
1733,6500000,Eulogy Productions LLC,USA,Michael Clancy,Comedy,70527,Eulogy,R,5/13/94,91,6.7,Ray Romano,7932,Michael Clancy,2004,0.0,0.0,6.58,6.7,6.7,6.1657692307692304,6.453213443396231,6.216789819376035,6.7,0.0,1.0,1.0,0.0
1734,0,Alicéléo,Spain,Lars von Trier,Drama,1007001,Europa,R,5/13/94,112,7.7,Barbara Sukowa,16870,Lars von Trier,1991,0.0,0.0,7.7,7.33,7.33,6.715720221606655,6.453213443396231,7.044642857142857,7.7,0.0,1.0,1.0,0.0
1735,0,Central Cinema Company Film (CCC),Germany,Agnieszka Holland,Drama,5575738,Europa Europa,R,5/13/94,112,7.7,Solomon Perel,12706,Paul Hengge,1990,0.0,1.0,7.7,7.2,7.7,6.715720221606655,6.453213443396231,6.329850746268655,7.7,0.0,1.0,2.0,0.0
1736,0,Wayfare Entertainment,USA,Sebastián Cordero,Drama,125687,Europa Report,PG-13,5/18/94,97,6.5,Sharlto Copley,58171,Philip Gelatt,2013,0.0,0.0,6.849999999999999,6.5,6.5,6.715720221606655,6.254035087719299,6.216789819376035,6.65,0.0,1.0,1.0,0.0
1737,25000000,DreamWorks,USA,Jeff Schaffer,Comedy,17718223,EuroTrip,R,5/20/94,93,6.6,Scott Mechlowicz,171296,Alec Berg,2004,0.0,0.0,6.949999999999999,6.6,6.6,6.1657692307692304,6.453213443396231,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
1738,175000000,Universal Pictures,USA,Tom Shadyac,Comedy,100462298,Evan Almighty,PG,5/20/94,96,5.4,Steve Carell,121468,Steve Oedekerk,2007,0.0,0.0,6.766666666666667,6.314285714285715,5.9750000000000005,6.1657692307692304,6.143007360672984,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
1739,13000000,Nelson Entertainment,USA,Duncan Gibbins,Action,5451119,Eve of Destruction,R,5/25/94,99,4.8,Gregory Hines,1664,Duncan Gibbins,1991,0.0,0.0,5.933333333333334,5.699999999999999,4.8,6.1060856498873015,6.453213443396231,6.216789819376035,5.95,0.0,1.0,1.0,0.0
1740,6000000,Trimark Pictures,USA,Kasi Lemmons,Drama,14821531,Eve's Bayou,R,5/25/94,109,7.3,Samuel L. Jackson,7316,Kasi Lemmons,1997,0.0,0.0,6.29375,6.8999999999999995,7.3,6.715720221606655,6.453213443396231,6.216789819376035,5.385714285714285,0.0,1.0,1.0,0.0
1741,10000000,First Look International,Germany,Bruce Beresford,Drama,1483975,Evelyn,PG,5/27/94,94,7.0,Pierce Brosnan,5611,Paul Pender,2002,0.0,0.0,6.378947368421051,6.393750000000001,7.0,6.715720221606655,6.143007360672984,6.329850746268655,6.38,0.0,1.0,1.0,0.0
1742,8000000,New Line Cinema,USA,Gus Van Sant,Comedy,1710000,Even Cowgirls Get the Blues,R,6/3/94,95,4.3,Uma Thurman,6381,Tom Robbins,1993,0.0,0.0,6.333333333333333,6.546153846153846,4.3,6.1657692307692304,6.453213443396231,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
1743,0,AXN,Spain,Icíar Bollaín,Drama,558342,Even the Rain,UNRATED,6/3/94,103,7.5,Gael García Bernal,10681,Paul Laverty,2010,0.0,0.0,7.122222222222222,7.5,7.483333333333333,6.715720221606655,6.798591549295779,7.044642857142857,7.5,0.0,1.0,1.0,0.0
1744,0,Hart-Sharp Entertainment,USA,Lajos Koltai,Drama,12406646,Evening,PG-13,6/3/94,117,6.6,Vanessa Redgrave,12115,Susan Minot,2007,0.0,0.0,6.6,6.6,6.6,6.715720221606655,6.254035087719299,6.216789819376035,6.85,0.0,1.0,1.0,0.0
1745,60000000,Golar Productions,UK,Paul W.S. Anderson,Horror,26673242,Event Horizon,R,6/3/94,96,6.7,Laurence Fishburne,130640,Philip Eisner,1997,0.0,0.0,6.1,5.945454545454546,5.95,5.68700361010831,6.453213443396231,6.660601719197714,6.7,0.0,1.0,1.0,0.0
1746,26000000,Twentieth Century Fox Film Corporation,USA,Andy Tennant,Comedy,65705771,Ever After: A Cinderella Story,PG-13,6/3/94,121,7.0,Drew Barrymore,61035,Susannah Grant,1998,0.0,0.0,5.816666666666666,6.1875,6.3571428571428585,6.1657692307692304,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
1747,55000000,Working Title Films,UK,Baltasar Kormákur,Action,43482270,Everest,PG-13,6/4/94,121,7.1,Jason Clarke,160640,William Nicholson,2015,0.0,0.0,7.1,6.766666666666666,7.057142857142857,6.1060856498873015,6.254035087719299,6.660601719197714,6.633333333333335,0.0,1.0,1.0,0.0
1748,0,Delphi V Productions,Israel,Moshé Mizrahi,Drama,278623,Every Time We Say Goodbye,PG-13,6/10/94,95,5.9,Tom Hanks,1834,Moshé Mizrahi,1986,0.0,0.0,7.074285714285716,5.9,5.9,6.715720221606655,6.254035087719299,6.540000000000001,5.8,0.0,1.0,1.0,0.0
1749,10000000,Annapurna Pictures,USA,Richard Linklater,Comedy,3369431,Everybody Wants Some!!,R,6/10/94,117,7.0,Blake Jenner,39909,Richard Linklater,2016,0.0,0.0,7.0,7.14705882352941,7.6875,6.1657692307692304,6.453213443396231,6.216789819376035,7.05,0.0,1.0,1.0,0.0
1750,0,Recorded Picture Company (RPC),UK,Karel Reisz,Drama,1372350,Everybody Wins,R,6/10/94,97,5.0,Debra Winger,892,Arthur Miller,1990,0.0,0.0,5.966666666666666,5.0,5.9,6.715720221606655,6.453213443396231,6.660601719197714,6.713333333333334,0.0,1.0,1.0,0.0
1751,0,New Visions,USA,Taylor Hackford,Drama,12638294,Everybody's All-American,R,6/17/94,127,6.2,Jessica Lange,2558,Frank Deford,1988,0.0,0.0,6.371428571428572,6.733333333333334,6.2,6.715720221606655,6.453213443396231,6.216789819376035,6.2,0.0,1.0,1.0,0.0
1752,0,Erre Produzioni,Italy,Giuseppe Tornatore,Drama,1745470,Everybody's Fine '91,PG-13,6/17/94,118,7.8,Marcello Mastroianni,2821,Massimo De Rita,1990,0.0,0.0,7.566666666666666,7.8,7.8,6.715720221606655,6.254035087719299,6.958823529411763,6.925,0.0,1.0,1.0,0.0
1753,21000000,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine '09,PG-13,6/24/94,100,7.2,Robert De Niro,52792,Kirk Jones,2009,0.0,0.0,6.489473684210527,6.56,7.25,6.354846938775506,6.254035087719299,6.216789819376035,6.620779220779219,0.0,1.0,1.0,0.0
1754,20000000,Miramax,USA,Woody Allen,Comedy,9714482,Everyone Says I Love You,R,6/24/94,101,6.8,Woody Allen,31731,Woody Allen,1996,0.0,0.0,6.841666666666666,6.993939393939393,7.012499999999999,6.1657692307692304,6.453213443396231,6.216789819376035,6.620779220779219,0.0,1.0,1.0,0.0
1755,35000000,Arc Productions,Canada,Colin Brady,Animation,14522427,Everyone's Hero,G,6/29/94,87,5.8,Jake T. Austin,6650,Robert Kurtz,2006,0.0,0.0,5.8,5.8,5.8,6.746931407942237,6.438095238095238,6.217333333333339,5.8,0.0,1.0,1.0,0.0
1756,7000000,Warner Independent Pictures (WIP),USA,Liev Schreiber,Comedy,1705595,Everything Is Illuminated,PG-13,6/29/94,106,7.5,Elijah Wood,52683,Jonathan Safran Foer,2005,0.0,0.0,6.864285714285715,7.5,7.5,6.1657692307692304,6.254035087719299,6.216789819376035,7.400000000000001,0.0,1.0,1.0,0.0
1757,5000000,Temple Hill Entertainment,USA,Dan Rush,Comedy,2711210,Everything Must Go,R,7/1/94,97,6.4,Will Ferrell,43290,Dan Rush,2010,0.0,0.0,6.410526315789473,6.4,6.4,6.1657692307692304,6.453213443396231,6.216789819376035,5.5,0.0,1.0,1.0,0.0
1758,0,Moviola Film och Television AB,Sweden,Mikael Håfström,Drama,15280,Evil,NOT RATED,7/1/94,113,7.8,Andreas Wilson,31763,Jan Guillou,2003,0.0,1.0,7.8,6.779999999999999,7.8,6.715720221606655,6.959195402298849,7.41111111111111,7.8,0.0,1.0,2.0,0.0
1759,17000000,TriStar Pictures,USA,Fede Alvarez,Fantasy,54239856,Evil Dead,R,7/1/94,91,6.5,Jane Levy,135944,Fede Alvarez,2013,0.0,0.0,6.5,6.85,6.85,5.775,6.453213443396231,6.216789819376035,6.225882352941177,0.0,1.0,1.0,0.0
1760,3600000,De Laurentiis Entertainment Group (DEG),USA,Sam Raimi,Comedy,5923044,Evil Dead II,R,7/6/94,84,7.8,Bruce Campbell,123325,Sam Raimi,1987,0.0,0.0,7.533333333333334,6.891666666666667,6.92,6.1657692307692304,6.453213443396231,6.216789819376035,6.126315789473685,0.0,1.0,1.0,0.0
1761,55000000,Hollywood Pictures,USA,Alan Parker,Biography,50047179,Evita,PG,7/8/94,135,6.3,Madonna,30484,Tim Rice,1996,1.0,5.0,4.74,7.05,6.3,7.040389972144843,6.143007360672984,6.216789819376035,6.1461538461538465,2.0,4.0,9.0,3.0
1762,80000000,Columbia Pictures Corporation,USA,Ivan Reitman,Comedy,38345494,Evolution,PG-13,7/15/94,101,6.1,David Duchovny,106732,Don Jakoby,2001,0.0,1.0,6.416666666666667,5.916666666666667,5.733333333333334,6.1657692307692304,6.254035087719299,6.216789819376035,6.265060240963854,0.0,1.0,2.0,0.0
